annotator,openalex_id,doi,landing_page_url,title,source_type,current_type,annotated_type,predicted_new_type,final_label_notes
jason,https://openalex.org/W2207048575,https://doi.org/10.1007/978-1-4615-9658-5_6,https://doi.org/10.1007/978-1-4615-9658-5_6,,,,book-chapter,,
jason,https://openalex.org/W1898435175,https://doi.org/10.7202/1015821ar,https://doi.org/10.7202/1015821ar,,journal,,letter,,
jason,https://openalex.org/W4251019788,https://doi.org/10.1056/nejm191008111630616,https://doi.org/10.1056/nejm191008111630616,,journal,,article,,
jason,https://openalex.org/W3143161762,https://doi.org/10.4021/jmc1114w,https://doi.org/10.4021/jmc1114w,,journal,,article,,
jason,https://openalex.org/W4313373419,https://doi.org/10.4049/jimmunol.204.supp.71.14,https://doi.org/10.4049/jimmunol.204.supp.71.14,,journal,,article,,
jason,https://openalex.org/W4413834157,https://doi.org/10.54373/imeij.v6i5.4091,https://doi.org/10.54373/imeij.v6i5.4091,,journal,,chapter,,
jason,https://openalex.org/W2155849703,https://doi.org/10.1017/cbo9780511598876.003,https://doi.org/10.1017/cbo9780511598876.003,,ebook platform,,article,,
jason,https://openalex.org/W4388461917,https://doi.org/10.7554/elife.86576.3.sa0,http://dx.doi.org/10.7554/elife.86576.3.sa0,,,,article,,
jason,https://openalex.org/W1989022650,https://doi.org/10.1145/49103.1046412,https://doi.org/10.1145/49103.1046412,,journal,,article,,
jason,https://openalex.org/W2029255475,https://doi.org/10.1177/154193120905302505,https://doi.org/10.1177/154193120905302505,,journal,,artice,,
jason,https://openalex.org/W2051699956,https://doi.org/10.1016/j.physb.2005.12.200,https://doi.org/10.1016/j.physb.2005.12.200,,journal,,book,,
jason,https://openalex.org/W2607518625,https://doi.org/10.1090/crmp/005/09,https://doi.org/10.1090/crmp/005/09,,book series,,article,,
jason,https://openalex.org/W4313322606,https://doi.org/10.46281/ijibfr.v10i1.1865,https://doi.org/10.46281/ijibfr.v10i1.1865,,journal,,paratext,,
jason,https://openalex.org/W4253933616,https://doi.org/10.1039/c398900bx075,https://doi.org/10.1039/c398900bx075,,journal,,other,,
jason,https://openalex.org/W4243768750,https://doi.org/10.1021/cen-v067n035.p060,https://doi.org/10.1021/cen-v067n035.p060,,journal,,reference-entry,,
jason,https://openalex.org/W4384860084,https://doi.org/10.1093/oed/6957238658,https://doi.org/10.1093/oed/6957238658,,ebook platform,,book-review,,
jason,https://openalex.org/W2018260965,https://doi.org/10.1177/017084068100200309,https://doi.org/10.1177/017084068100200309,,journal,"this is a book review. but the publisher *mistakenly* calls it a ""review article""",,,
casey,https://openalex.org/W4238312336,https://doi.org/10.1163/1874-6772_seg_a16_537,https://doi.org/10.1163/1874-6772_seg_a16_537,,repository,,broken,,
casey,https://openalex.org/W4409509179,https://doi.org/10.1108/978-1-83608-120-320251010,https://doi.org/10.1108/978-1-83608-120-320251010,,,,book-chapter,,
casey,https://openalex.org/W4245336170,https://doi.org/10.2307/j.ctt1t89h3h.13,https://doi.org/10.2307/j.ctt1t89h3h.13,,ebook platform,,book,,
casey,https://openalex.org/W3123541032,https://doi.org/10.1111/jola.12293,https://doi.org/10.1111/jola.12293,,journal,,peer-review,,
casey,https://openalex.org/W2961122902,https://doi.org/10.31390/gradschool_disstheses.2926,https://doi.org/10.31390/gradschool_disstheses.2926,,,,disseration,,
casey,https://openalex.org/W4247425719,https://doi.org/10.1016/0968-8080(94)90045-0,https://doi.org/10.1016/0968-8080(94)90045-0,,journal,,broken,,
casey,https://openalex.org/W3038086912,https://doi.org/10.4018/978-1-7998-2867-9.ch005,https://doi.org/10.4018/978-1-7998-2867-9.ch005,,book series,,book-chapter,,
casey,https://openalex.org/W2907814685,https://doi.org/10.1109/icsens.2018.8589628,https://doi.org/10.1109/icsens.2018.8589628,,,,conference-paper,,
casey,https://openalex.org/W605140454,https://doi.org/10.2307/4340302,https://doi.org/10.2307/4340302,,journal,,peer-review,,
casey,https://openalex.org/W7161118639,https://doi.org/10.37680/almikraj.v6i1.8562,https://doi.org/10.37680/almikraj.v6i1.8562,,journal,,article,,
casey,https://openalex.org/W3158478118,https://doi.org/10.30598/jagritekno.2021.10.1.56,https://doi.org/10.30598/jagritekno.2021.10.1.56,,journal,,article,,
casey,https://openalex.org/W2107228014,https://doi.org/10.1177/0022022195262002,https://doi.org/10.1177/0022022195262002,,journal,,article,,
casey,https://openalex.org/W3036216126,https://doi.org/10.2307/j.ctvdjrqc8,https://doi.org/10.2307/j.ctvdjrqc8,,,,book,,
casey,https://openalex.org/W4313310891,https://doi.org/10.23939/fortifications2022.17.063,https://doi.org/10.23939/fortifications2022.17.063,,journal,,article,,
casey,https://openalex.org/W2768264748,https://doi.org/10.1016/j.polymer.2017.11.040,https://doi.org/10.1016/j.polymer.2017.11.040,,journal,,article,,
casey,https://openalex.org/W2620690380,https://doi.org/10.1016/s2173-5050(09)70038-x,https://doi.org/10.1016/s2173-5050(09)70038-x,,journal,,article,,
casey,https://openalex.org/W2983975891,https://doi.org/10.21468/scipost.report.878,https://doi.org/10.21468/scipost.report.878,,,,peer-review,,
casey,https://openalex.org/W4241982493,https://doi.org/10.1007/bf02687208,https://doi.org/10.1007/bf02687208,,journal,,article,,
casey,https://openalex.org/W2012572435,https://doi.org/10.1016/j.jval.2013.03.264,https://doi.org/10.1016/j.jval.2013.03.264,,journal,,article,,
casey,https://openalex.org/W4302418299,https://doi.org/10.11361/reportscpij.13.4_164,https://doi.org/10.11361/reportscpij.13.4_164,,journal,,article,,
casey,https://openalex.org/W2055445082,https://doi.org/10.1017/s0953756296002663,https://doi.org/10.1017/s0953756296002663,,journal,,article,,
casey,https://openalex.org/W4234275819,https://doi.org/10.4000/books.purh.3524,https://doi.org/10.4000/books.purh.3524,,ebook platform,,book,,
casey,https://openalex.org/W2065920654,https://doi.org/10.1192/pb.28.4.117,https://doi.org/10.1192/pb.28.4.117,,journal,,article,,
casey,https://openalex.org/W4391658733,https://doi.org/10.1016/j.bpj.2023.11.2734,https://doi.org/10.1016/j.bpj.2023.11.2734,,journal,,article,,
casey,https://openalex.org/W4239824404,https://doi.org/10.1093/odnb/9780192683120.013.32960,https://doi.org/10.1093/odnb/9780192683120.013.32960,,journal,,article,,
casey,https://openalex.org/W4416160375,https://doi.org/10.1016/j.fander.2025.09.453,https://doi.org/10.1016/j.fander.2025.09.453,,journal,,ambigious,,looks like a journal supplement but unsure
casey,https://openalex.org/W2042293373,https://doi.org/10.1016/s0040-4039(00)95591-6,https://doi.org/10.1016/s0040-4039(00)95591-6,,journal,,article,,
casey,https://openalex.org/W3186496927,https://doi.org/10.37598/rumoh.v10i19.106,https://doi.org/10.37598/rumoh.v10i19.106,,journal,,unknown,,
casey,https://openalex.org/W3213443470,https://doi.org/10.1542/9781581105650-part03-ch100,https://doi.org/10.1542/9781581105650-part03-ch100,,ebook platform,,book-chapter,,
casey,https://openalex.org/W4412537460,https://doi.org/10.1109/icedeg65568.2025.11081648,https://doi.org/10.1109/icedeg65568.2025.11081648,,,,conference-paper,,
casey,https://openalex.org/W7114900893,https://doi.org/10.59694/ped_sciences.2025.17.173,https://doi.org/10.59694/ped_sciences.2025.17.173,,journal,,article,,
casey,https://openalex.org/W4241964209,https://doi.org/10.1090/surv/177/01,https://doi.org/10.1090/surv/177/01,,journal,,unknown,,
casey,https://openalex.org/W2964488881,https://doi.org/10.1039/9781788012638-00457,https://doi.org/10.1039/9781788012638-00457,,,,book-chapter,,
casey,https://openalex.org/W4313066524,https://doi.org/10.1515/mks-1934-250113,https://doi.org/10.1515/mks-1934-250113,,journal,,article,,
casey,https://openalex.org/W4232458194,https://doi.org/10.1515/9783112341667-010,https://doi.org/10.1515/9783112341667-010,,,,book-chapter,,
casey,https://openalex.org/W4402544291,https://doi.org/10.36347/sajb.2024.v12i08.001,https://doi.org/10.36347/sajb.2024.v12i08.001,,journal,,article,,
casey,https://openalex.org/W2329590957,https://doi.org/10.9739/uvcd.2014-39293,https://doi.org/10.9739/uvcd.2014-39293,,journal,,unknown,,
casey,https://openalex.org/W4402438511,https://doi.org/10.1007/978-3-031-61385-2_7,https://doi.org/10.1007/978-3-031-61385-2_7,,,,book-chapter,,
casey,https://openalex.org/W2906142475,https://doi.org/10.12987/yale/9780300226737.003.0013,https://doi.org/10.12987/yale/9780300226737.003.0013,,ebook platform,,book-chapter,,
casey,https://openalex.org/W2329014680,https://doi.org/10.2514/6.2011-80,https://doi.org/10.2514/6.2011-80,,journal,,conference-paper,,
casey,https://openalex.org/W4408199532,https://doi.org/10.23919/usnc-ursinrsm66067.2025.10906945,https://doi.org/10.23919/usnc-ursinrsm66067.2025.10906945,,,,conference-paper,,
casey,https://openalex.org/W2287666517,https://doi.org/10.2527/jas1954.133694x,https://doi.org/10.2527/jas1954.133694x,,journal,,article,,
casey,https://openalex.org/W2320978172,https://doi.org/10.4208/eajam.010213.100913a,https://doi.org/10.4208/eajam.010213.100913a,,journal,,article,,
casey,https://openalex.org/W4385278150,https://doi.org/10.4108/eai.5-10-2022.2327473,http://dx.doi.org/10.4108/eai.5-10-2022.2327473,,,,conference-paper,,
casey,https://openalex.org/W2945691507,https://doi.org/10.3103/s0747923919010080,https://doi.org/10.3103/s0747923919010080,,journal,,article,,
casey,https://openalex.org/W4233323956,https://doi.org/10.1246/nikkashi.1981.956,https://doi.org/10.1246/nikkashi.1981.956,,journal,,article,,
casey,https://openalex.org/W4235869789,https://doi.org/10.1787/aid_lat_am-2004-en-fr,https://doi.org/10.1787/aid_lat_am-2004-en-fr,,ebook platform,,book,,
casey,https://openalex.org/W4241138900,https://doi.org/10.1017/cbo9781107445383.002,https://doi.org/10.1017/cbo9781107445383.002,,ebook platform,,book,,
casey,https://openalex.org/W4362562663,https://doi.org/10.2139/ssrn.4406079,http://dx.doi.org/10.2139/ssrn.4406079,,repository,,preprint,,
casey,https://openalex.org/W4249665493,https://doi.org/10.31826/9781463229726-002,https://doi.org/10.31826/9781463229726-002,,ebook platform,,book-chapter,,
kyle,https://openalex.org/W1514504941,https://doi.org/10.1002/joc.3747,https://doi.org/10.1002/joc.3747,,journal,,article,,
kyle,https://openalex.org/W3206640280,https://doi.org/10.21203/rs.3.rs-992496/v1,https://doi.org/10.21203/rs.3.rs-992496/v1,,repository,,article,,
kyle,https://openalex.org/W4296991369,https://doi.org/10.33932/rir.45.3.9,https://doi.org/10.33932/rir.45.3.9,,journal,,article,,
kyle,https://openalex.org/W2038122864,https://doi.org/10.2307/3734020,https://doi.org/10.2307/3734020,,journal,,peer-review,,
kyle,https://openalex.org/W4406402470,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t135524a135106618.en,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t135524a135106618.en,,repository,,reference-entry,,
kyle,https://openalex.org/W4300781345,https://doi.org/10.36456/special.vol3.no1.a5911,https://doi.org/10.36456/special.vol3.no1.a5911,,journal,,article,,
kyle,https://openalex.org/W4380450228,https://doi.org/10.37099/mtu.dc.etdr/1588,http://dx.doi.org/10.37099/mtu.dc.etdr/1588,,,,dissertation,,
kyle,https://openalex.org/W2893933231,https://doi.org/10.12816/0049214,https://doi.org/10.12816/0049214,,journal,,article,,
kyle,https://openalex.org/W4238320415,https://doi.org/10.1007/978-0-387-30160-0_12525,https://doi.org/10.1007/978-0-387-30160-0_12525,,,,reference-entry,,
kyle,https://openalex.org/W3029905054,https://doi.org/10.3917/res.220.0195,https://doi.org/10.3917/res.220.0195,,journal,,article,,
kyle,https://openalex.org/W1994622845,https://doi.org/10.1109/emap.2006.4430687,https://doi.org/10.1109/emap.2006.4430687,,,,conference-paper,,
kyle,https://openalex.org/W4388079502,https://doi.org/10.1080/15528014.2023.2276981,https://doi.org/10.1080/15528014.2023.2276981,,journal,,editorial,,
kyle,https://openalex.org/W4304607332,https://doi.org/10.34069/ai/2022.55.07.1,http://doi.org/10.34069/ai/2022.55.07.1,,journal,,article,,
kyle,https://openalex.org/W4285008267,https://doi.org/10.1016/j.pacfin.2022.101814,https://doi.org/10.1016/j.pacfin.2022.101814,,journal,,article,,
kyle,https://openalex.org/W1965009384,https://doi.org/10.1016/0014-2999(90)91972-e,https://doi.org/10.1016/0014-2999(90)91972-e,,journal,,conference-paper,,
kyle,https://openalex.org/W2049127329,https://doi.org/10.1007/bf01092979,https://doi.org/10.1007/bf01092979,,journal,,article,,
kyle,https://openalex.org/W4408257769,https://doi.org/10.1080/25741136.2025.2464483,https://doi.org/10.1080/25741136.2025.2464483,,journal,,article,,
kyle,https://openalex.org/W2083036745,https://doi.org/10.1109/icmse.2011.6070128,https://doi.org/10.1109/icmse.2011.6070128,,,,conference-paper,,
kyle,https://openalex.org/W4391727688,https://doi.org/10.1007/978-3-031-17299-1_302207,https://doi.org/10.1007/978-3-031-17299-1_302207,,,,reference-entry,,
kyle,https://openalex.org/W4250523633,https://doi.org/10.1055/s-002-15797,https://doi.org/10.1055/s-002-15797,,journal,,other,,
kyle,https://openalex.org/W2157251766,https://doi.org/10.1093/imamat/10.1.68,https://doi.org/10.1093/imamat/10.1.68,,journal,,article,,
kyle,https://openalex.org/W4254200828,https://doi.org/10.4324/9781315870946-20,https://doi.org/10.4324/9781315870946-20,,,,broken,,
kyle,https://openalex.org/W171712164,https://doi.org/10.1007/978-3-642-20992-5_17,https://doi.org/10.1007/978-3-642-20992-5_17,,,,book-chapter,,
kyle,https://openalex.org/W4241636973,https://doi.org/10.1515/9783110926392.169,https://doi.org/10.1515/9783110926392.169,,,,supplementary-material,,
kyle,https://openalex.org/W4244918125,https://doi.org/10.21608/zumj.2019.30922,https://doi.org/10.21608/zumj.2019.30922,,journal,,article,,
kyle,https://openalex.org/W4413056909,https://doi.org/10.1007/s42113-025-00254-8,https://doi.org/10.1007/s42113-025-00254-8,,journal,,article,,
kyle,https://openalex.org/W1948031493,https://doi.org/10.13182/nse65-a20041,https://doi.org/10.13182/nse65-a20041,,journal,,article,,
kyle,https://openalex.org/W4385498458,https://doi.org/10.32628/cseit23902102,http://dx.doi.org/10.32628/cseit23902102,,journal,,article,,
kyle,https://openalex.org/W1512072611,https://doi.org/10.1109/icec.1995.487443,https://doi.org/10.1109/icec.1995.487443,,,,conference-paper,,
kyle,https://openalex.org/W2969458051,https://doi.org/10.1016/j.ijhydene.2019.07.217,https://doi.org/10.1016/j.ijhydene.2019.07.217,,journal,,article,,
kyle,https://openalex.org/W2120468660,https://doi.org/10.1366/0003702874447653,https://doi.org/10.1366/0003702874447653,,journal,,article,,
kyle,https://openalex.org/W4411206025,https://doi.org/10.1007/978-3-031-95211-1_25,https://doi.org/10.1007/978-3-031-95211-1_25,,book series,,conference-paper,,
kyle,https://openalex.org/W2095220486,https://doi.org/10.1139/v87-350,https://doi.org/10.1139/v87-350,,journal,,article,,
kyle,https://openalex.org/W2591601551,https://doi.org/10.1182/blood.v114.22.93.93,https://doi.org/10.1182/blood.v114.22.93.93,,journal,,conference-abstract,,
kyle,https://openalex.org/W7115718030,https://doi.org/10.58544/imsj.v3isi1.9487,https://doi.org/10.58544/imsj.v3isi1.9487,,journal,,editorial,,
kyle,https://openalex.org/W4256328627,https://doi.org/10.1055/s-0028-1105280,https://doi.org/10.1055/s-0028-1105280,,journal,,other,,
kyle,https://openalex.org/W1974105580,https://doi.org/10.1016/s0246-0203(01)01097-4,https://doi.org/10.1016/s0246-0203(01)01097-4,,journal,,article,,
kyle,https://openalex.org/W2588083888,https://doi.org/10.1080/1081602x.2016.1271993,https://doi.org/10.1080/1081602x.2016.1271993,,journal,,article,,
kyle,https://openalex.org/W4205236247,https://doi.org/10.1093/oseo/instance.00164703,https://doi.org/10.1093/oseo/instance.00164703,,ebook platform,,paratext,,
kyle,https://openalex.org/W4234316196,https://doi.org/10.21782/kz1560-7496-2017-1(85-92),https://doi.org/10.21782/kz1560-7496-2017-1(85-92),,journal,,broken,,
kyle,https://openalex.org/W3177154235,https://doi.org/10.1353/cdr.2021.0000,https://doi.org/10.1353/cdr.2021.0000,,journal,,article,,
kyle,https://openalex.org/W2169172153,https://doi.org/10.1002/chin.200602189,https://doi.org/10.1002/chin.200602189,,journal,,article,,
kyle,https://openalex.org/W4285984061,https://doi.org/10.1016/j.jclepro.2022.132882,https://doi.org/10.1016/j.jclepro.2022.132882,,journal,,article,,
kyle,https://openalex.org/W2062000827,https://doi.org/10.1139/v79-415,https://doi.org/10.1139/v79-415,,journal,,article,,
kyle,https://openalex.org/W4253805460,https://doi.org/10.1101/pdb.caut2838,https://doi.org/10.1101/pdb.caut2838,,journal,,other,,
kyle,https://openalex.org/W4233199144,https://doi.org/10.1051/978-2-7598-0334-7.fm,https://doi.org/10.1051/978-2-7598-0334-7.fm,,,,abstract,,
kyle,https://openalex.org/W4312853669,https://doi.org/10.4135/9781071885963,https://doi.org/10.4135/9781071885963,,,,other,,
kyle,https://openalex.org/W2921393059,https://doi.org/10.1080/0972060x.2019.1571948,https://doi.org/10.1080/0972060x.2019.1571948,,journal,,article,,
kyle,https://openalex.org/W21598246,https://doi.org/10.1007/978-1-4613-3099-8_5,https://doi.org/10.1007/978-1-4613-3099-8_5,,,,book-chapter,,
kyle,https://openalex.org/W4243729558,https://doi.org/10.1136/pgmj.38.437.180,https://doi.org/10.1136/pgmj.38.437.180,,journal,,article,,
rohan,https://openalex.org/W2974090725,https://doi.org/10.1134/s0367676519100296,https://doi.org/10.1134/s0367676519100296,,journal,,broken,,
rohan,https://openalex.org/W4248190125,https://doi.org/10.1179/jme.2008.33.2.99,https://doi.org/10.1179/jme.2008.33.2.99,,journal,,other,,
rohan,https://openalex.org/W4256191692,https://doi.org/10.1515/9783112312124-004,https://doi.org/10.1515/9783112312124-004,,,,book,,
rohan,https://openalex.org/W4377100013,https://doi.org/10.3791/20234-v,http://dx.doi.org/10.3791/20234-v,,,,other,,video
rohan,https://openalex.org/W2148022820,https://doi.org/10.1002/trtr.1349,https://doi.org/10.1002/trtr.1349,,journal,,article,,
rohan,https://openalex.org/W3197891460,https://doi.org/10.52389/ydls.v16i5.812,https://doi.org/10.52389/ydls.v16i5.812,,journal,,article,,
rohan,https://openalex.org/W4315564254,https://doi.org/10.25009/urhsc.v0i31.2597,https://doi.org/10.25009/urhsc.v0i31.2597,,journal,,article,,
rohan,https://openalex.org/W4297972461,https://doi.org/10.1126/science.9.213.154.a,https://doi.org/10.1126/science.9.213.154.a,,journal,,article,,
rohan,https://openalex.org/W4256001004,https://doi.org/10.1080/08949460701439112,https://doi.org/10.1080/08949460701439112,,journal,,supplementary,,
rohan,https://openalex.org/W4407404828,https://doi.org/10.1109/icemce64157.2024.10862323,https://doi.org/10.1109/icemce64157.2024.10862323,,,,conference-paper,,
rohan,https://openalex.org/W2047059026,https://doi.org/10.1017/s0022112092003483,https://doi.org/10.1017/s0022112092003483,,journal,,article,,
rohan,https://openalex.org/W4401787124,https://doi.org/10.1515/9783112755938-010,https://doi.org/10.1515/9783112755938-010,,,,book-chapter,,
rohan,https://openalex.org/W2547301847,https://doi.org/10.1097/01.cne.0000452791.79595.19,https://doi.org/10.1097/01.cne.0000452791.79595.19,,journal,,article,,
rohan,https://openalex.org/W4239741063,https://doi.org/10.1146/annurev.med.43.1.341,https://doi.org/10.1146/annurev.med.43.1.341,,journal,,article,,
rohan,https://openalex.org/W2156696223,https://doi.org/10.1109/iedm.2008.4796643,https://doi.org/10.1109/iedm.2008.4796643,,,,conference-paper,,
rohan,https://openalex.org/W2075835786,https://doi.org/10.3109/03639049309062965,https://doi.org/10.3109/03639049309062965,,journal,,article,,
rohan,https://openalex.org/W2097563259,https://doi.org/10.1061/41185(417)51,https://doi.org/10.1061/41185(417)51,,,,conference-paper,,
rohan,https://openalex.org/W4245151325,https://doi.org/10.1093/notesj/24.4.303,https://doi.org/10.1093/notesj/24.4.303,,journal,,supplementary,,
rohan,https://openalex.org/W2065143042,https://doi.org/10.2753/pke0160-3477340205,https://doi.org/10.2753/pke0160-3477340205,,journal,,peer-review,,
rohan,https://openalex.org/W4236473473,https://doi.org/10.1002/wilm.10711,https://doi.org/10.1002/wilm.10711,,journal,,other,,
rohan,https://openalex.org/W4319994199,https://doi.org/10.2139/ssrn.4347473,http://dx.doi.org/10.2139/ssrn.4347473,,repository,,preprints,,
rohan,https://openalex.org/W1508406052,https://doi.org/10.1109/icist.2013.6747625,https://doi.org/10.1109/icist.2013.6747625,,,,conference-paper,,
rohan,https://openalex.org/W4414201310,https://doi.org/10.2139/ssrn.5414775,https://doi.org/10.2139/ssrn.5414775,,repository,,preprints,,
rohan,https://openalex.org/W4229861742,https://doi.org/10.5194/nhess-2018-28,https://doi.org/10.5194/nhess-2018-28,,,,article,,
rohan,https://openalex.org/W4240659027,https://doi.org/10.5631/jibirin.32.218,https://doi.org/10.5631/jibirin.32.218,,journal,,article,,
rohan,https://openalex.org/W3169597360,https://doi.org/10.1096/fasebj.27.1_supplement.898.3,https://doi.org/10.1096/fasebj.27.1_supplement.898.3,,journal,,supplementary,,
rohan,https://openalex.org/W7133734629,https://doi.org/10.1117/12.3080853,https://doi.org/10.1117/12.3080853,,,,conference-paper,,
rohan,https://openalex.org/W1975667354,https://doi.org/10.1055/s-0028-1124361,https://doi.org/10.1055/s-0028-1124361,,journal,,other,,links to full journal/issues (e.g. https://doi.org/10.1055/s-0028-1124361)
rohan,https://openalex.org/W4248763082,https://doi.org/10.1080/03007768208591186,https://doi.org/10.1080/03007768208591186,,journal,,peer-review,,
rohan,https://openalex.org/W2509947150,https://doi.org/10.1109/icip.2016.7532344,https://doi.org/10.1109/icip.2016.7532344,,,,conference-paper,,
rohan,https://openalex.org/W4210767709,https://doi.org/10.1177/0284185166005s25704,https://doi.org/10.1177/0284185166005s25704,,journal,,,,
rohan,https://openalex.org/W4306981858,https://doi.org/10.1515/9781785333323-010,https://doi.org/10.1515/9781785333323-010,,ebook platform,,,,
rohan,https://openalex.org/W4230909013,https://doi.org/10.32388/brl2qi,https://doi.org/10.32388/brl2qi,,journal,,,,
rohan,https://openalex.org/W4255002922,https://doi.org/10.1515/zatw.1902.22.1.159,https://doi.org/10.1515/zatw.1902.22.1.159,,journal,,,,
rohan,https://openalex.org/W1487544386,https://doi.org/10.1016/s0167-9244(09)02817-0,https://doi.org/10.1016/s0167-9244(09)02817-0,,book series,,,,
rohan,https://openalex.org/W4250015920,https://doi.org/10.17226/18745,https://doi.org/10.17226/18745,,ebook platform,,,,
rohan,https://openalex.org/W3124257126,https://doi.org/10.33580/2313-5743-2020-8-1-410-413,https://doi.org/10.33580/2313-5743-2020-8-1-410-413,,,,,,
rohan,https://openalex.org/W4377015361,https://doi.org/10.1016/j.hrthm.2023.03.982,http://dx.doi.org/10.1016/j.hrthm.2023.03.982,,journal,,,,
