openalex_id,doi,landing_page_url,current_type,opus_type,is_changed,opus_confidence,opus_reason,opus_is_broken,lp_status,error
https://openalex.org/W1829502590,https://doi.org/10.4312/as.21.3.81-84,https://journals.uni-lj.si/AndragoskaSpoznanja/article/view/4736,article,editorial,True,high,"Title ""Intervju"" and DC.Type.articleType=Interview mark this as an interview, routed to editorial.",False,200,
https://openalex.org/W4283155419,https://doi.org/10.1080/08874417.2022.2087792,https://doi.org/10.1080/08874417.2022.2087792,article,review,True,high,"Title explicitly states 'A Systematic Literature Review,' surveying many works.",False,403,
https://openalex.org/W2133083671,https://doi.org/10.14800/sce.882,http://www.smartscitech.com/index.php/SCE/login,article,review,True,medium,"Title surveys the role/regulation of an entire gene family in human cancer with 50 references, signaling a literature review rather than original research.",False,200,
https://openalex.org/W4315649267,https://doi.org/10.1016/j.surfin.2023.102640,https://linkinghub.elsevier.com/retrieve/pii/S2468023023000111,article,article,False,high,"Crossref journal-article with 34 references in a research journal, a standard original research paper.",False,200,
https://openalex.org/W2312722158,https://doi.org/10.1128/microbe.8.186.2,https://doi.org/10.1128/microbe.8.186.2,article,book-review,True,low,Title 'Reviews and Resources' in a magazine column with no references suggests a book/resource review section.,False,,
https://openalex.org/W2783547355,https://doi.org/10.1038/s41598-018-19493-w,https://www.nature.com/articles/s41598-018-19493-w,article,article,False,high,"dc.type ""OriginalPaper"" with 90 references in Scientific Reports indicates an original research article.",False,200,
https://openalex.org/W2516523509,https://doi.org/10.1097/md.0000000000004613,https://journals.lww.com/md-journal/fulltext/2016/09060/evaluation_of_ex_press_implantation_combined_with.21.aspx,article,article,False,high,Journal research paper in Medicine with abstract and 30 references reporting original clinical evaluation.,False,200,
https://openalex.org/W4240075910,https://doi.org/10.1159/000116833,https://doi.org/10.1159/000116833,article,paratext,True,high,"Title ""Announcements"" with single page and no refs is front/back-matter framing, not scholarship.",False,403,
https://openalex.org/W2789160819,https://doi.org/10.1016/j.jmoldx.2018.01.011,https://linkinghub.elsevier.com/retrieve/pii/S1525157817305196,review,article,True,medium,"og:type 'Article' and a consensus recommendations report in a journal, not a survey of many works.",False,200,
https://openalex.org/W2533066994,https://doi.org/10.1016/j.bone.2016.10.019,https://linkinghub.elsevier.com/retrieve/pii/S8756328216303155,review,review,False,medium,Survey title across animal models with 83 references and no original-data abstract indicates a review article.,False,200,
https://openalex.org/W2002024651,https://doi.org/10.1007/s10522-014-9538-8,https://link.springer.com/article/10.1007/s10522-014-9538-8,article,article,False,high,dc.type=OriginalPaper with 53 references in a research journal indicates an original research article.,False,200,
https://openalex.org/W2006568990,https://doi.org/10.1016/s1361-3723(07)70169-0,https://linkinghub.elsevier.com/retrieve/pii/S1361372307701690,article,article,False,high,"Crossref journal-article in a journal with multi-page range and abstract, no review/conference signals.",False,200,
https://openalex.org/W7106014837,https://doi.org/10.1109/lawp.2025.3634674,https://ieeexplore.ieee.org/document/11260641/,article,article,False,high,Journal-article in IEEE AWPL with 32 references and multi-page range reporting original research.,False,202,
https://openalex.org/W4233024996,https://doi.org/10.1057/9781137354358.0016,https://doi.org/10.1057/9781137354358.0016,book-chapter,book-chapter,False,high,Crossref book-chapter with ISBN in an edited volume; landing page title is 'Page Not Found' and lp_reachable=false.,True,,
https://openalex.org/W2024404776,https://doi.org/10.1177/0014524613475578,https://doi.org/10.1177/0014524613475578,article,article,False,high,dc.Type 'research-article' in a journal with multi-page range confirms a standard journal article.,False,403,
https://openalex.org/W2982279217,https://doi.org/10.1016/j.jaccas.2019.09.016,https://linkinghub.elsevier.com/retrieve/pii/S2666084919303699,article,article,False,high,Case report published as a full paper in JACC Case Reports with refs and multi-page range routes to article.,False,200,
https://openalex.org/W4415583385,https://doi.org/10.1016/j.marmicro.2025.102525,https://linkinghub.elsevier.com/retrieve/pii/S0377839825000908,article,article,False,high,Crossref journal-article in Marine Micropaleontology with abstract and 79 references reporting original research.,False,200,
https://openalex.org/W2492297244,https://doi.org/10.1142/9781848168275_0012,https://doi.org/10.1142/9781848168275_0012,book-chapter,book-chapter,False,high,Crossref type book-chapter with ISBN in the edited volume 'Nobel Prizes that Changed Medicine.',False,403,
https://openalex.org/W2007809481,https://doi.org/10.1016/j.amj.2013.08.006,https://linkinghub.elsevier.com/retrieve/pii/S1067991X13002368,article,article,False,high,"Journal research paper with 19 references, multi-page (329-333) in Air Medical Journal, og:type Article.",False,200,
https://openalex.org/W2785111607,https://doi.org/10.1201/9781315374079-3,https://doi.org/10.1201/9781315374079-3,book-chapter,book-chapter,False,high,Crossref type book-chapter with page range 45-100 in a book; taxicab page title 'Page not found' and lp_reachable=false indicate dead landing page.,True,,
https://openalex.org/W4413642544,https://doi.org/10.1021/jacs.5c10818,https://doi.org/10.1021/jacs.5c10818,article,article,False,high,dc.Type 'research-article' in JACS with full page range and references confirms original research article.,False,403,
https://openalex.org/W4385502771,https://doi.org/10.1016/j.jebo.2023.07.004,https://linkinghub.elsevier.com/retrieve/pii/S0167268123002378,article,article,False,high,Crossref journal-article with 60 references and full page range in a research journal.,False,200,
https://openalex.org/W4402812904,https://doi.org/10.1093/9780197774151.003.0006,https://doi.org/10.1093/9780197774151.003.0006,book-chapter,book-chapter,False,high,Crossref type book-chapter within ISBN book 'Seeing Like a Firm' with og:type=chapter.,False,403,
https://openalex.org/W4413376610,https://doi.org/10.22416/1382-4376-2025-35-3-94-103,https://www.gastro-j.ru/jour/article/view/1494,article,review,True,medium,"Title explicitly labels it a meta-analysis, which the taxonomy routes to review despite the journal's 'original research' tag.",False,200,
https://openalex.org/W7116755993,https://doi.org/10.3390/ma19010023,https://doi.org/10.3390/ma19010023,article,article,False,high,"dc.type ""Article"" with 43 references in MDPI journal Materials confirms original research article.",False,403,
https://openalex.org/W4385375694,https://doi.org/10.1108/ilt-04-2023-0094/v1/review2,https://www.webofscience.com/wos/woscc/full-record/10.1108%2FILT-04-2023-0094?type=doi&SID=USW2EC0FD70jtrkCLQYancSM2hAuo,peer-review,peer-review,False,high,Title begins 'Review for...' and cr_type is peer-review with /review2 in DOI.,False,200,
https://openalex.org/W4321639059,https://doi.org/10.1136/bmjopen-2022-069530,https://doi.org/10.1136/bmjopen-2022-069530,article,article,False,high,"RCT research report in BMJ Open with abstract and references, a journal-article.",False,403,
https://openalex.org/W2397279743,https://doi.org/10.1007/978-1-62703-465-4_10,https://link.springer.com/10.1007/978-1-62703-465-4_10,article,book-chapter,True,high,"Crossref type book-chapter with ISBN, within Methods in Molecular Biology volume 'Glycosyltransferases'.",False,200,
https://openalex.org/W7125972093,https://doi.org/10.2139/ssrn.6143789,https://doi.org/10.2139/ssrn.6143789,preprint,preprint,False,high,SSRN posted-content with Crossref subtype 'preprint' routes to preprint.,False,403,
https://openalex.org/W4382397378,https://doi.org/10.1201/9781003453307-3,https://www.taylorfrancis.com/chapters/mono/10.1201/9781003453307-3/operators-expressions-shubhakanta-singh,book-chapter,book-chapter,False,high,Crossref type book-chapter within book 'Programming with Python' with chapter pages 39-56.,False,200,
https://openalex.org/W4200189854,https://doi.org/10.1016/j.jmsacl.2021.12.003,https://linkinghub.elsevier.com/retrieve/pii/S2667145X21000328,article,software-paper,True,medium,"Title describes an open-source toolkit (research software) for visualizing data, matching software-paper rather than a results-reporting article.",False,200,
https://openalex.org/W2624549588,https://doi.org/10.1016/j.trpro.2017.05.293,https://linkinghub.elsevier.com/retrieve/pii/S2352146517306002,article,conference-paper,True,high,"Published in Transportation Research Procedia, an Elsevier conference proceedings series.",False,200,
https://openalex.org/W3089199176,https://doi.org/10.3390/electronics9101567,https://doi.org/10.3390/electronics9101567,article,article,False,high,dc.type 'Article' and journal-article with 36 references in MDPI Electronics.,False,403,
https://openalex.org/W4389518819,https://doi.org/10.18653/v1/2023.emnlp-main.382,https://aclanthology.org/2023.emnlp-main.382/,article,conference-paper,True,high,Crossref type proceedings-article in EMNLP 2023 conference proceedings.,False,200,
https://openalex.org/W1580343650,https://doi.org/10.7146/dut.v8i14.7144,https://tidsskrift.dk/dut/article/view/7144,article,article,False,high,articleType meta 'Videnskabelig artikel' (scientific article) confirms a journal research article.,False,200,
https://openalex.org/W2030290836,https://doi.org/10.1016/j.jneumeth.2014.09.003,https://linkinghub.elsevier.com/retrieve/pii/S0165027014003203,article,article,False,high,"Journal-article with 43 references and full page range in Journal of Neuroscience Methods, a standard research report.",False,200,
https://openalex.org/W4317535181,https://doi.org/10.1016/j.rasd.2022.102101,https://linkinghub.elsevier.com/retrieve/pii/S175094672200188X,article,review,True,high,"Title labels it a meta-synthesis with 107 references, a survey of many studies, fitting review.",False,200,
https://openalex.org/W7155230050,https://doi.org/10.1016/j.egyr.2026.109318,https://linkinghub.elsevier.com/retrieve/pii/S2352484726002878,article,article,False,high,Crossref journal-article in Energy Reports with abstract and 22 references reporting original research.,False,200,
https://openalex.org/W2000359929,https://doi.org/10.1007/s10531-005-5823-9,https://link.springer.com/article/10.1007/s10531-005-5823-9,article,article,False,high,"dc.type ""OriginalPaper"" with 44 references in a journal indicates an original research article.",False,200,
https://openalex.org/W4231681756,https://doi.org/10.5353/th_991044148066603414,https://doi.org/10.5353/th_991044148066603414,dissertation,dissertation,False,high,DC.type 'PG_Thesis' and cr_type dissertation confirm a postgraduate thesis.,False,403,
https://openalex.org/W4411414782,https://doi.org/10.1080/01626620.2025.2520210,https://doi.org/10.1080/01626620.2025.2520210,article,article,False,high,dc.Type 'research-article' with 63 refs and full page range in a journal.,False,403,
https://openalex.org/W1488323523,https://doi.org/10.1787/242471500022,https://doi.org/10.1787/242471500022,paratext,report,True,high,Crossref type 'report' in OECD Development Centre Policy Insights series matches an institutional policy report.,False,403,
https://openalex.org/W4403610715,https://doi.org/10.12968/opti.2024.269.6960.3,https://doi.org/10.12968/opti.2024.269.6960.3,article,editorial,True,high,"dc.Type meta is ""editorial"" on a single-page, 0-reference opinion piece.",False,403,
https://openalex.org/W4283794201,https://doi.org/10.1038/s41598-022-15530-x,https://www.nature.com/articles/s41598-022-15530-x,article,article,False,high,"dc.type ""OriginalPaper"" in Scientific Reports with 40 references confirms original research article.",False,200,
https://openalex.org/W2972209796,https://doi.org/10.3390/batteries5030061,https://doi.org/10.3390/batteries5030061,article,article,False,high,"dc.type ""Article"" and journal-article in MDPI journal Batteries with 22 references.",False,403,
https://openalex.org/W4406325641,https://doi.org/10.1163/2451-9537_cmrii_com_33695,https://referenceworks.brill.com/display/entries/CMR2/COM-33695.xml,dataset,reference-entry,True,high,"URL is a Brill referenceworks 'display/entries' page in the Christian-Muslim Relations reference work, marking a single encyclopedia entry.",False,200,
https://openalex.org/W4407084984,https://doi.org/10.1007/s42247-025-01018-7,https://link.springer.com/10.1007/s42247-025-01018-7,article,article,False,high,dc.type=OriginalPaper with 63 references in a research journal indicates an original research article.,False,200,
https://openalex.org/W4403249090,https://doi.org/10.46916/09102024-1-978-5-00215-544-6,http://doi.sciencen.org/wp-content/uploads/%D0%9A%D0%9E%D0%A4-1146-%D0%96%D0%B0%D1%80%D0%BA%D0%BE%D0%B2%D0%B0-%D0%9C%D1%83%D1%80%D0%B0%D1%82%D0%B8%D0%B4%D0%B8-%D0%A8%D1%83%D1%80%D0%B3%D1%83%D1%87%D0%B8%D0%BD%D0%BE%D0%B2.pdf,book-chapter,book-chapter,False,high,Crossref type book-chapter on an eBook platform with PDF landing page (200).,False,200,
https://openalex.org/W2012678761,https://doi.org/10.1111/apa.12429,https://doi.org/10.1111/apa.12429,article,article,False,high,Crossref journal-article with abstract and 27 references reporting an original comparative study; 403 is bot-block not dead.,False,403,
https://openalex.org/W4250639280,https://doi.org/10.7551/mitpress/12240.003.0005,https://doi.org/10.7551/mitpress/12240.003.0005,book-chapter,book-chapter,False,high,Crossref type book-chapter with chapter pages 25-36 in book 'Too Smart' and og:type chapter.,False,403,
https://openalex.org/W4250908530,https://doi.org/10.2307/j.ctt1sq5vks.3,https://doi.org/10.2307/j.ctt1sq5vks.3,book-chapter,editorial,True,medium,"""Translator's Note"" on front-matter pages xiii-xiv is a preface-style framing piece, which the taxonomy routes to editorial.",False,403,
https://openalex.org/W4246149992,https://doi.org/10.1016/j.gie.2014.12.046,https://linkinghub.elsevier.com/retrieve/pii/S0016510714026170,letter,letter,False,high,"Title ""Response:"" with short page span (1053-1054) in a journal correspondence section signals author reply correspondence.",False,200,
https://openalex.org/W3137937339,https://doi.org/10.21697/spch.2020.56.s1.06,https://czasopisma.uksw.edu.pl/index.php/spch/article/view/8393,article,article,False,high,"DC.Type.articleType ""Artykuły naukowe"" (scholarly article) with full page range in a journal.",False,200,
https://openalex.org/W3127987152,https://doi.org/10.1214/22-aap1899,https://projecteuclid.org/journals/annals-of-applied-probability/volume-33/issue-5/Geometry-of-random-Cayley-graphs-of-Abelian-groups/10.1214/22-AAP1899.full,article,article,False,high,"Crossref journal-article in a research journal with 35 references and abstract, status 200.",False,200,
https://openalex.org/W4312523679,https://doi.org/10.15581/006.38.11557,https://revistas.unav.edu/index.php/scripta-theologica/article/view/11557,article,article,False,high,Journal-article in Scripta Theologica with page range 651-670 and articleType 'Colaboraciones' indicates a standard article.,False,200,
https://openalex.org/W1979720115,https://doi.org/10.1111/irv.12293,https://doi.org/10.1111/irv.12293,review,editorial,True,medium,"Title is a conference overview/summary, which the taxonomy routes to editorial.",False,403,
https://openalex.org/W4403183858,https://doi.org/10.54172/k331vc52,https://mdp.omu.edu.ly/journals/index.php/mjsc/article/view/349,article,article,False,high,DC.Type.articleType 'Articles' and journal research paper on prevalence with page range 35-44.,False,200,
https://openalex.org/W4295024010,https://doi.org/10.1186/s12942-022-00311-6,https://ij-healthgeographics.biomedcentral.com/articles/10.1186/s12942-022-00311-6,article,article,False,high,"dc.type ""OriginalPaper"" with 23 references in a research journal indicates an original article.",False,200,
https://openalex.org/W3210908299,https://doi.org/10.1055/a-1341-5169,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/a-1341-5169,article,article,False,high,"Crossref journal-article with full page range in a clinical surgery journal, a step-by-step technique paper.",False,200,
https://openalex.org/W4399294456,https://doi.org/10.22460/collase.v7i3.19403,https://journal.ikipsiliwangi.ac.id/index.php/collase/article/view/19403,article,article,False,high,"DC.Type.articleType is ""Articles"" in a journal with full paper pages 457-463.",False,200,
https://openalex.org/W3139148944,https://doi.org/10.37646/xihmai.v15i29.331,https://doi.org/10.37646/xihmai.v15i29.331,article,article,False,high,articleType 'Artículos de Investigación' with 31 references and full page range confirms a research article.,False,,
https://openalex.org/W2949620518,https://doi.org/10.1142/9789811203527_0008,https://doi.org/10.1142/9789811203527_0008,book-chapter,book-chapter,False,high,Crossref type book-chapter with ISBN and page range 129-149 within an edited volume.,False,403,
https://openalex.org/W3081113968,https://doi.org/10.1101/2020.08.27.270991,https://doi.org/10.1101/2020.08.27.270991,preprint,preprint,False,high,bioRxiv-hosted posted-content with subtype preprint.,False,403,
https://openalex.org/W4386411827,https://doi.org/10.1007/978-981-99-2808-8_4,https://link.springer.com/10.1007/978-981-99-2808-8_4,book-chapter,book-chapter,False,high,Crossref type book-chapter with ISBN and citation_inbook_title confirms a chapter within an edited volume.,False,200,
https://openalex.org/W2757642650,https://doi.org/10.1063/1.4990637,https://doi.org/10.1063/1.4990637,article,article,False,high,dc.Type=research-article in a journal with abstract and 32 references.,False,403,
https://openalex.org/W2738431267,https://doi.org/10.1016/j.automatica.2018.10.021,https://linkinghub.elsevier.com/retrieve/pii/S0005109818304953,preprint,article,True,high,"Crossref journal-article in Automatica with page range 195-202 and 23 references, og:type article.",False,200,
https://openalex.org/W4236505599,https://doi.org/10.1093/law:epil/9780199231690/e2170,https://doi.org/10.1093/law:epil/9780199231690/e2170,reference-entry,reference-entry,False,high,Crossref type reference-entry within the Max Planck Encyclopedia of Public International Law.,False,302,
https://openalex.org/W2772981714,https://doi.org/10.1111/jopr.12732,https://doi.org/10.1111/jopr.12732,article,article,False,high,"Journal-article with abstract, page range, and references in a prosthodontics journal indicating original research.",False,403,
https://openalex.org/W4387905635,https://doi.org/10.21661/a-876,https://xn--80aaaajauxnkxdg0cfkg1gg.xn--p1ai/ru/action/876/info,paratext,paratext,False,medium,"Page title is the conference name plus ""Typescript requirements"" (author submission guidelines), framing material rather than a content work.",False,200,
https://openalex.org/W4223991974,https://doi.org/10.37394/23203.2022.17.18,https://wseas.com/journals/sac/2022/a365103-1168.pdf,article,article,False,high,"Journal-article in WSEAS Transactions with abstract, 28 refs, and full page range 159-166 indicates original research article.",False,200,
https://openalex.org/W4400429544,https://doi.org/10.1007/978-3-658-45123-3,https://link.springer.com/10.1007/978-3-658-45123-3,book,book,False,high,Crossref type 'book' with ISBN and Springer book landing page confirms standalone volume.,False,200,
https://openalex.org/W2935877534,https://doi.org/10.1088/1361-6595/ab18e7,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=7322b241-5b5a-4f76-b20b-f2189a83a025&ssb=89597226951&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6595%2Fab18e7&ssi=c4770b97-cnvj-4513-a9b9-d2d1e7ea4f7f&ssk=botmanager_support@radware.com&ssm=24727628111501554106574187584649&ssn=3d23c7db0ac290a5d180ce578719c2e5e8e02ea946ec-8801-4ccc-a4c327&sso=4e484111-47b08454a93aac1c753255ea78e7f6d2b5543daa004637c6&ssp=39202373641782830883178288708901346&ssq=04098283431217888722434312472476475401846&ssr=NzUuNDkuMTI1LjIwOQ==&sst=Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/124.0%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjkwMDAyZWE5NDZlYy04ODAxLTRjY2MtYTExMS00N2IwODQ1NGE5M2ExLTE3ODI4MzQzMTIxMzYwLTAwNGFkM2I0NDhiZmMzMWM4YmExMCIsInV6bXgiOiI3ZjkwMDBmYjk4MTQxMS0wNzI5LTRhYzktOTAyMy1mZjFjZDEyNWEzMWIxLTE3ODI4MzQzMTIxMzYwLWMzZTMyNmYxMGMyZmE1ZGQxMCIsInJkIjoiaW9wLm9yZyJ9",article,article,False,high,Crossref journal-article with abstract and 20 references reporting original measurements in a research journal.,False,200,
https://openalex.org/W4200175593,https://doi.org/10.1049/hve2.12173,https://doi.org/10.1049/hve2.12173,article,article,False,high,"Journal-article with abstract, 24 references, and full page range in High Voltage indicates original research article.",False,403,
https://openalex.org/W2770792665,https://doi.org/10.1107/s2059798317016436,https://doi.org/10.1107/s2059798317016436,article,article,False,high,Crossref journal-article with full pages 985-996 and 68 references in a research journal.,False,403,
https://openalex.org/W4200109317,https://doi.org/10.3233/jifs-211635,https://doi.org/10.3233/jifs-211635,article,article,False,high,Crossref journal-article with full page range and 30 references in a research journal.,False,403,
https://openalex.org/W4399038406,https://doi.org/10.1590/scielopreprints.8954,https://preprints.scielo.org/index.php/scielo/preprint/view/8954/version/9470,preprint,preprint,False,high,Crossref posted-content/preprint hosted on SciELO Preprints repository.,False,200,
https://openalex.org/W2101777505,https://doi.org/10.15537/smj.2015.10.12254,https://smj.researchcommons.org/journal/vol36/iss10/6/,article,article,False,high,"Cross-sectional empirical study with 51 references in a medical journal, a standard original research article.",False,200,
https://openalex.org/W2613150268,https://doi.org/10.1364/cleo_at.2017.jtu5a.47,https://opg.optica.org/abstract.cfm?URI=CLEO_AT-2017-JTu5A.47,article,conference-paper,True,high,Crossref type proceedings-article in CLEO conference proceedings routes to conference-paper.,False,200,
https://openalex.org/W2903018412,https://doi.org/10.3390/coatings8120423,https://doi.org/10.3390/coatings8120423,article,article,False,high,dc.type Article with abstract and 37 references in a journal indicates an original research article.,False,403,
https://openalex.org/W7165058181,https://doi.org/10.1080/13416979.2026.2690350,https://doi.org/10.1080/13416979.2026.2690350,article,article,False,high,dc.Type 'research-article' with 49 references in a research journal confirms original research article.,False,403,
https://openalex.org/W1571887608,https://doi.org/10.1002/9781118562581.ch4,https://doi.org/10.1002/9781118562581.ch4,other,book-chapter,True,high,"DOI suffix .ch4, og:type Chapter, and citation_book_title within ISBN volume 'Smart Grids' with page range 79-113.",False,403,
https://openalex.org/W4248633755,https://doi.org/10.1057/9781137532930_1,https://link.springer.com/chapter/10.1057/9781137532930_1,book-chapter,book-chapter,False,high,"Crossref type book-chapter with ISBN and container title, an introductory chapter within a book.",False,200,
https://openalex.org/W4402963875,https://doi.org/10.52643/jbik.v14i3.4531,https://ejournal.urindo.ac.id/index.php/kesehatan/article/view/4531,article,article,False,high,"DC.Type.articleType is ""Articles"" and it's an original research paper in a journal with full page range.",False,200,
https://openalex.org/W4236326475,https://doi.org/10.18588/202005.00a078,https://kiss.kstudy.com/Detail/Ar?key=3678598,article,article,False,high,Crossref journal-article in a peacebuilding journal with article page range 55-72 and accessible landing page.,False,200,
https://openalex.org/W4237231891,https://doi.org/10.1037/e694452007-001,https://doi.apa.org/doi/10.1037/e694452007-001,dataset,other,True,medium,"PsycEXTRA grey-literature deposit titled like a conference/poster item rather than a true data artifact, with no dataset metadata.",False,200,
https://openalex.org/W2773708856,https://doi.org/10.22606/epp.2017.24003,http://www.isaacpub.org/images/PaperPDF/EPP_100044_2017122710015701199.pdf,article,article,False,high,Crossref journal-article in a research journal with original statistical groundwater analysis.,False,200,
https://openalex.org/W2057905134,https://doi.org/10.1159/000298911,https://doi.org/10.1159/000298911,article,article,False,high,Journal-article in research journal with research title and multi-page range; 403 is a bot-block not a dead page.,False,403,
https://openalex.org/W3206991843,https://doi.org/10.30853/mns210376,https://manuscript-journal.ru/en/article/mns20210376/fulltext,article,article,False,high,"Crossref journal-article in journal Manuscript with multi-page range and abstract, a standard research article.",False,200,
https://openalex.org/W4243744712,https://doi.org/10.5325/jinfopoli.10.1.0514,https://doi.org/10.5325/jinfopoli.10.1.0514,article,article,False,high,Journal-article with 44 references and full page range (514-548) in Journal of Information Policy indicates an original research article.,False,403,
https://openalex.org/W4232403622,https://doi.org/10.1159/000102394,https://doi.org/10.1159/000102394,article,article,False,high,Crossref journal-article with research title and abstract in a journal; 403 is a bot-block not a dead page.,False,403,
https://openalex.org/W2121912241,https://doi.org/10.5455/bcp.20140909070449,https://psychiatry-psychopharmacology.com/index.php/pub/article/view/918,article,review,True,high,"dc.Type meta tag is 'review' with 125 references, indicating a literature survey.",False,200,
https://openalex.org/W4252864335,https://doi.org/10.1186/isrctn23962803,https://www.isrctn.com/holding,dataset,dataset,False,medium,ISRCTN trial-registration registry record with Crossref type 'dataset' from a repository source.,False,200,
https://openalex.org/W7118782216,https://doi.org/10.1088/2057-1976/ae34b4,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=f2933e52-7c9d-458e-8edb-7eb0aa7c7b20&ssb=10702216061&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F2057-1976%2Fae34b4&ssi=2059c5e0-cnvj-4d62-ab2f-155805d5cac0&ssk=botmanager_support@radware.com&ssm=92619337683700074100078305973629&ssn=af51684fa7c550cec5e905088cdd49e56ec74391bfc8-9387-4670-a9a1f5&sso=3c2a5869-cdbc88a473405990e283429624ed587a47fafb5ea697b276&ssp=58559690371782842915178285854790933&ssq=10200753431447231749634314819576227781879&ssr=NzUuNDkuMTI1LjIwOQ==&sst=Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/124.0%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjkwMDA0MzkxYmZjOC05Mzg3LTQ2NzAtYTg2OS1jZGJjODhhNDczNDAxLTE3ODI4MzQzMTQyMjUwLTAwNDlkYzU2MmVlY2U0Y2RkZjIxMCIsInV6bXgiOiI3ZjkwMDA1MjQ3YzZmMi0xNWFlLTQwOGYtYTZiMi1mZDIzYmE2MDYzYTgxLTE3ODI4MzQzMTQyMjUwLWYxNmY5NmEyOGM4MmY1NTkxMCJ9",article,article,False,high,Crossref journal-article with abstract and 35 references in a research journal indicates an original research article.,False,200,
https://openalex.org/W4245629183,https://doi.org/10.1002/elan.201590004,https://doi.org/10.1002/elan.201590004,paratext,paratext,False,high,"Title ""Contents: Electroanalysis 2/2015"" is a table-of-contents record, which is paratext.",False,403,
https://openalex.org/W2204993185,https://doi.org/10.1016/j.joca.2015.11.017,https://linkinghub.elsevier.com/retrieve/pii/S106345841501403X,article,article,False,high,Original research paper in a journal with 46 refs and standard page range; cr_type journal-article.,False,200,
https://openalex.org/W3092190905,https://doi.org/10.1002/esp.5014,https://doi.org/10.1002/esp.5014,article,article,False,high,Crossref journal-article with 77 refs and page range in a research journal; 403 is bot-block not dead.,False,403,
https://openalex.org/W4282932225,https://doi.org/10.1158/1538-7445.am2022-5161,https://doi.org/10.1158/1538-7445.am2022-5161,article,conference-abstract,True,high,"Title begins 'Abstract 5161', single-page in a 12_Supplement with 0 references—a meeting abstract.",False,403,
https://openalex.org/W4396840864,https://doi.org/10.1108/jfrc-01-2024-0007,https://doi.org/10.1108/jfrc-01-2024-0007,article,article,False,high,Crossref journal-article in a journal with 40 refs and abstract; dc.Type 'earlycite article'.,False,403,
